step,strain,stress_raw_gpa,pe_eV,ly_A,pyy_bar
0,0,0,-415774.037179975,188.19824194,49452.8689491588
1,0.00225563909799797,0.82799362727744,-415849.05015348,188.622749252694,41172.9326763844
2,0.00451127819600153,1.64189585656605,-415910.293613709,189.04725656539,33033.9103834983
3,0.0067669172939995,2.43664651208899,-415958.749484492,189.471763878084,25086.4038282689
4,0.00902255639199762,3.22792526531295,-415993.824913674,189.896271190778,17173.6162960292
5,0.011278195490001,3.99416916569585,-416016.483006887,190.320778503474,9511.17729220027
6,0.0135338345879991,4.75014062943331,-416026.170483069,190.745285816168,1951.4626548257
7,0.0157894736860024,5.4886751097074,-416023.940995837,191.169793128864,-5433.88214791518
8,0.0180451127840005,6.20926181805852,-416010.246115893,191.594300441558,-12639.7492314264
9,0.0203007518819985,6.91735713273973,-415984.648829287,192.018807754252,-19720.7023782385
10,0.0225563909800019,7.6166544487071,-415946.618127112,192.443315066948,-26713.6755379122
11,0.024812030078,8.29830584361675,-415897.827764717,192.867822379642,-33530.1894870087
12,0.0270676691759981,8.96608759463729,-415837.90822261,193.292329692336,-40208.0069972141
13,0.0293233082740014,9.6279262716549,-415766.165492341,193.716837005032,-46826.3937673902
14,0.0315789473719995,10.2668582636443,-415684.709135604,194.141344317726,-53215.7136872846
15,0.0338345864699976,10.8982578710203,-415592.260786867,194.56585163042,-59529.7097610441
16,0.036090225568001,11.5149795139658,-415489.830999682,194.990358943116,-65696.9261904989
17,0.038345864665999,12.1084024574805,-415378.609417345,195.41486625581,-71631.1556256462
18,0.0406015037640024,12.6983564153905,-415256.65599976,195.839373568506,-77530.695204746
19,0.0428571428620004,13.2769377408807,-415124.827352583,196.2638808812,-83316.5084596482
20,0.0451127819599985,13.8467797242888,-414983.438458079,196.688388193894,-89014.9282937287
21,0.0473684210580021,14.4030027394146,-414833.202708105,197.11289550659,-94577.1584449869
22,0.049624060156,14.9539618597818,-414673.275925268,197.537402819284,-100086.749648659
23,0.0518796992539982,15.4938260235802,-414504.467505496,197.961910131978,-105485.391286643
24,0.0541353383520014,16.0250997450552,-414326.840564,198.386417444674,-110798.128501393
25,0.0563909774499995,16.545577654294,-414140.568014396,198.810924757368,-116002.907593781
26,0.0586466165479977,16.9360982501097,-413975.946723131,199.235432070062,-119908.113551938
27,0.0609022556460011,17.4449160044739,-413774.430830816,199.659939382758,-124996.29109558
28,0.063157894743999,17.95273545418,-413564.291299048,200.084446695452,-130074.485592641
29,0.0654135338420023,18.4510327342952,-413346.21613072,200.508954008148,-135057.458393793
30,0.0676691729400005,18.9370494350652,-413120.559938661,200.933461320842,-139917.625401493
31,0.0699248120379987,19.4517291199134,-412886.281352629,201.357968633536,-145064.422249975
32,0.0721804511360019,20.1409599636475,-412644.716860591,201.782475946232,-151956.730687316
33,0.0744360902340001,20.9155275486334,-412391.531192669,202.206983258926,-159702.406537175
34,0.076691729331998,21.6966508209455,-412126.026882612,202.63149057162,-167513.639260296
35,0.0789473684300014,22.3200686295455,-411853.14896566,203.055997884316,-173747.817346296
36,0.0812030075279996,22.9520539390096,-411569.956796716,203.48050519701,-180067.670440937
37,0.0834586466259977,23.5607532628174,-411274.030425398,203.905012509704,-186154.663679015
38,0.0857142857240009,24.2474282502019,-410963.67554199,204.3295198224,-193021.41355286
39,0.087969924821999,25.0111212705942,-410641.611507135,204.754027135094,-200658.343756783
40,0.0902255639200025,25.5896484283028,-410311.982728482,205.17853444779,-206443.615333869
41,0.0924812030180006,26.0153510058562,-409990.306768727,205.603041760484,-210700.641109403
42,0.0947368421159985,26.5157402948935,-409666.676549344,206.027549073178,-215704.533999776
43,0.0969924812140019,26.9521030664497,-409346.196047053,206.452056385874,-220068.161715338
44,0.0992481203119999,27.5516399360213,-408986.228794963,206.876563698568,-226063.530411054
45,0.101503759409998,28.0978495784113,-408620.922227689,207.301071011262,-231525.626834954
46,0.103759398508002,28.5936834442525,-408250.633711652,207.725578323958,-236483.965493366
47,0.106015037606,28.6168684064074,-407947.348521972,208.150085636652,-236715.815114915
48,0.108270676703998,28.4522007015751,-407667.898438179,208.574592949346,-235069.138066592
49,0.110526315802001,28.075096477616,-407430.141624601,208.999100262042,-231298.095827001
50,0.112781954899999,28.0707388773268,-407139.558482779,209.423607574736,-231254.519824109
51,0.115037593998002,28.1488960582722,-406854.469217153,209.848114887432,-232036.091633563
52,0.117293233096,28.4159489061633,-406525.365505136,210.272622200126,-234706.620112474
53,0.119548872193999,28.845839438484,-406166.931797469,210.69712951282,-239005.525435681
54,0.121804511292002,28.446927728372,-405994.403713144,211.121636825516,-235016.408334561
55,0.12406015039,28.7661386465434,-405662.338591645,211.54614413821,-238208.517516275
56,0.126315789487998,28.8669435175616,-405347.828254456,211.970651450904,-239216.566226457
57,0.128571428586001,28.8387693736204,-405084.747872112,212.3951587636,-238934.824787045
58,0.130827067683999,27.9698016947659,-404982.57785596,212.819666076294,-230245.1479985
59,0.133082706781998,28.1754921610902,-404685.132369863,213.244173388988,-232302.052661743
60,0.135338345880001,28.4174522270577,-404372.828508057,213.668680701684,-234721.653321418
61,0.137593984977999,28.5040854434359,-404104.579744651,214.093188014378,-235587.9854852
62,0.139849624076003,28.9037124938398,-403754.935326355,214.517695327074,-239584.255989239
63,0.142105263174,28.9946668142689,-403453.914827789,214.942202639768,-240493.79919353
64,0.144360902271999,29.0682944481753,-403138.158578954,215.366709952462,-241230.075532594
65,0.146616541370002,29.3014042401325,-402801.2309058,215.791217265158,-243561.173452166
66,0.148872180468,29.1103307179062,-402526.672948817,216.215724577852,-241650.438229903
67,0.151127819565998,28.9843966834065,-402234.523940327,216.640231890546,-240391.097884906
68,0.153383458664001,29.5781352776082,-401844.288468767,217.064739203242,-246328.483826923
69,0.155639097761999,29.4939771147257,-401527.939824613,217.489246515936,-245486.902198098
70,0.157894736859997,29.7414382817666,-401179.114948608,217.91375382863,-247961.513868507
71,0.160150375958001,29.8695801493147,-400839.206902007,218.338261141326,-249242.932543988
72,0.162406015055999,29.8933761373943,-400530.079085722,218.76276845402,-249480.892424784
73,0.164661654154002,29.8276920741569,-400216.09454469,219.187275766716,-248824.05179241
74,0.166917293252,29.9431767801354,-399877.160194415,219.61178307941,-249978.898852194
75,0.169172932349999,30.3001527883514,-399508.650594171,220.036290392104,-253548.658934355
76,0.171428571448002,30.1350165656351,-399204.481880666,220.4607977048,-251897.296707192
77,0.173684210546,30.2819986933888,-398866.972211055,220.885305017494,-253367.117984729
78,0.175939849643998,30.1994388579737,-398564.01342805,221.309812330188,-252541.519630578
79,0.178195488742001,30.0395491263216,-398289.202053874,221.734319642884,-250942.622314057
80,0.180451127839999,30.0692753474729,-398000.694151755,222.158826955578,-251239.88452557
81,0.182706766937998,29.2867764649561,-397862.292379839,222.583334268272,-243414.895700402
82,0.184962406036001,28.7252193870186,-397764.558929401,223.007841580968,-237799.324921027
83,0.187218045133999,27.9663860962931,-397714.565464695,223.432348893662,-230210.992013772
84,0.189473684232002,28.1052370391471,-397387.06787084,223.856856206357,-231599.501442312
85,0.19172932333,28.1773837947459,-397065.636954105,224.281363519052,-232320.9689983
86,0.193984962427999,28.2576341442175,-396745.172370256,224.705870831746,-233123.472493016
87,0.196240601526002,28.6694158015713,-396380.164556725,225.130378144442,-237241.289066553
88,0.198496240624,28.8523866815261,-396042.050134338,225.554885457136,-239070.997866102
89,0.200751879721998,29.0925474301516,-395696.818948007,225.97939276983,-241472.605352357
90,0.203007518820001,29.2316784040524,-395364.912374891,226.403900082526,-242863.915091365
91,0.205263157917999,29.2359217644213,-395052.366958892,226.82840739522,-242906.348695054
92,0.207518797015998,29.380024015488,-394720.110886475,227.252914707914,-244347.371205721
93,0.209774436114001,28.4690812581597,-394577.450255321,227.67742202061,-235237.943632438
94,0.212030075211999,28.9603714868934,-394214.091108906,228.101929333304,-240150.845919775
95,0.214285714310002,29.3917716934767,-393852.681826447,228.526436645999,-244464.847985608
96,0.216541353408,29.785741354974,-393490.411659309,228.950943958694,-248404.544600581
97,0.218796992505999,29.6751288077872,-393187.401429163,229.375451271388,-247298.419128713
98,0.221052631604002,29.9200777495753,-392846.172625806,229.799958584084,-249747.908546594
99,0.223308270702,30.2851254749823,-392488.921347887,230.224465896778,-253398.385800664
100,0.225563909799998,29.8191212215281,-392294.047159076,230.648973209472,-248738.343266122
101,0.227819548898001,30.4126367459862,-391900.110061705,231.073480522168,-254673.498510703
102,0.230075187995999,30.1829806906698,-391616.2520258,231.497987834862,-252376.937957539
103,0.232330827093998,30.5849001332923,-391253.660014793,231.922495147557,-256396.132383764
104,0.234586466192001,31.3528855343647,-390829.039646848,232.347002460252,-264075.986394488
105,0.236842105289999,31.6571309324906,-390458.757189026,232.771509772946,-267118.440375747
106,0.239097744388002,31.9535803574457,-390086.998689458,233.196017085642,-270082.934625298
107,0.241353383486,31.915993875139,-389784.101249992,233.620524398336,-269707.069802231
108,0.243609022583999,31.9267127845166,-389430.910990885,234.04503171103,-269814.258896007
109,0.245864661682002,32.5112418990387,-389007.151953014,234.469539023726,-275659.550041228
110,0.24812030078,32.7095046348049,-388626.216746165,234.89404633642,-277642.17739889
111,0.250375939877998,32.8229733205269,-388232.489164963,235.318553649114,-278776.86425611
112,0.252631578976001,33.221156450003,-387812.022607287,235.74306096181,-282758.695550871
113,0.254887218073999,33.4510520593088,-387387.953419273,236.167568274504,-285057.651643929
114,0.257142857171998,33.6198171980217,-386987.208724528,236.592075587199,-286745.303031058
115,0.259398496270001,33.0154839135569,-386700.008896737,237.016582899894,-280701.97018641
116,0.261654135367999,31.844271646129,-386577.565222464,237.441090212588,-268989.847512131
117,0.263909774466003,31.6065291528061,-386293.76714343,237.865597525284,-266612.422578902
118,0.266165413564,32.0297592413557,-385893.495723784,238.290104837978,-270844.723464398
119,0.268421052661999,32.5964105529388,-385461.315520598,238.714612150672,-276511.236580229
120,0.270676691760002,32.9007093850493,-385064.006053262,239.139119463368,-279554.224901334
121,0.272932330858,32.8957620135942,-384689.472875127,239.563626776062,-279504.751186783
122,0.275187969955998,32.8154369249757,-384319.601805189,239.988134088756,-278701.500300598
123,0.277443609054001,32.7161081764423,-383971.903417192,240.412641401452,-277708.212815264
124,0.279699248152,32.0166184856671,-383817.076694899,240.837148714146,-270713.315907512
125,0.281954887249998,32.4907434488113,-383391.126149766,241.261656026841,-275454.565538954
126,0.284210526348001,32.8925189767241,-382988.611346319,241.686163339536,-279472.320818082
127,0.286466165445999,33.0947442342642,-382593.7593505,242.11067065223,-281494.573393483
128,0.288721804544003,33.2962424801279,-382184.463932056,242.535177964926,-283509.55585212
129,0.290977443642,33.3762793480014,-381795.514852736,242.95968527762,-284309.924530855
130,0.293233082739999,18.7869579791508,-396677.044704775,243.384192590314,-138416.710842349
131,0.295488721838002,10.5856390439306,-405533.883929376,243.80869990301,-56403.5214901474
132,0.297744360936,7.64682836290728,-408113.026009674,244.233207215704,-27015.414679914
133,0.300000000033998,7.43592668062031,-408208.324060343,244.657714528398,-24906.3978570443
134,0.302255639132001,7.74559954030274,-408167.846331132,245.082221841094,-28003.1264538686
135,0.30451127823,7.350908956904,-408277.476750886,245.506729153788,-24056.2206198812
136,0.306766917327998,7.5810436395,-408253.746720343,245.931236466483,-26357.5674458412
137,0.309022556426001,7.69808667552591,-408241.552912151,246.355743779178,-27527.9978061003
138,0.311278195523999,7.75472648649398,-408234.838037852,246.780251091872,-28094.395915781
139,0.313533834622003,7.39435697207116,-408336.132583937,247.204758404568,-24490.7007715528
140,0.31578947372,7.56204278037875,-408319.165710973,247.629265717262,-26167.5588546287
141,0.318045112817999,7.80235489982677,-408284.735110207,248.053773029956,-28570.6800491089
142,0.320300751916002,7.80981180975017,-408291.804198571,248.478280342652,-28645.2491483429
143,0.322556391014,7.98003830115009,-408264.484801473,248.902787655346,-30347.5140623421
144,0.324812030111998,8.25435318979167,-408218.327011197,249.32729496804,-33090.6629487579
145,0.327067669210001,8.11808398511009,-408243.749596812,249.751802280736,-31727.9709019421
146,0.329323308308,8.25503649625007,-408219.9453417,250.17630959343,-33097.4960133419
147,0.331578947405998,8.29975646956159,-408212.114956027,250.600816906125,-33544.6957464571
148,0.333834586504001,8.26569588515639,-408213.193777076,251.02532421882,-33204.0899024051
149,0.336090225601999,8.47028067850475,-408175.179619115,251.449831531514,-35249.9378358887
150,0.338345864700002,7.08041054985597,-408511.873514803,251.874338844209,-21351.2365494009
151,0.340601503798,7.37384985129285,-408477.917934132,252.298846156904,-24285.6295637697
152,0.342857142895999,7.37061267131162,-408483.755596842,252.723353469598,-24253.2577639574
153,0.345112781994002,6.45668460498321,-408880.150069797,253.147860782294,-15113.9771006733
154,0.347368421092,6.54219314946214,-408908.534380625,253.572368094988,-15969.0625454626
155,0.349624060189998,6.45349259376439,-408955.738428105,253.996875407682,-15082.0569884851
156,0.351879699288001,6.70811414025186,-408939.969434885,254.421382720378,-17628.2724533598
157,0.354135338386,6.89331050238911,-408923.858073366,254.845890033072,-19480.2360747323
158,0.356390977483998,6.86115320426151,-408937.493400588,255.270397345767,-19158.6630934563
159,0.358646616582001,7.08158785338833,-408914.163660453,255.694904658462,-21363.0095847245
160,0.360902255679999,7.34419954945925,-408882.194918697,256.119411971156,-23989.1265454337
161,0.363157894778002,7.01088861827959,-408935.498191421,256.543919283851,-20656.0172336371
162,0.365413533876,7.07768212057261,-408936.768301164,256.968426596546,-21323.9522565673
163,0.367669172973999,6.99470091074904,-408956.804161099,257.39293390924,-20494.1401583316
164,0.369924812072002,7.26786326556712,-408926.50814138,257.817441221936,-23225.7637065124
165,0.37218045117,7.39349176590328,-408910.163408992,258.24194853463,-24482.048709874
166,0.374436090267998,7.59018498613571,-408880.688405402,258.666455847324,-26448.9809121983
167,0.376691729366001,7.44540462884122,-408906.340923779,259.09096316002,-25001.1773392534
168,0.378947368464,7.31545578803084,-408941.400540018,259.515470472714,-23701.6889311496
169,0.381203007561998,7.56147365795323,-408908.177618874,259.939977785409,-26161.8676303735
170,0.383458646660001,7.18395170795094,-408975.6043479,260.364485098104,-22386.6481303506
171,0.385714285757999,7.26986804820191,-408970.649886024,260.788992410798,-23245.8115328603
172,0.387969924856002,7.52751001488853,-408935.31021768,261.213499723493,-25822.2311997265
173,0.390225563954,7.30908819179295,-408977.679886558,261.638007036188,-23638.0129687707
174,0.392481203051999,7.5774707285737,-408940.656917875,262.062514348882,-26321.8383365782
175,0.394736842150002,7.7413055500275,-408914.306846611,262.487021661578,-27960.1865511162
176,0.396992481248,7.49960711274653,-408966.707502772,262.911528974272,-25543.2021783065
177,0.399248120345998,7.33578518194369,-409013.639995208,263.336036286966,-23904.9828702781
178,0.401503759444002,7.04273200798622,-409088.49375572,263.760543599662,-20974.4511307034
179,0.403759398542,6.61340189014201,-409192.953058625,264.185050912356,-16681.1499522613
180,0.406015037639998,6.83853639548805,-409175.295795033,264.609558225051,-18932.4950057217
181,0.408270676738001,7.05947425821315,-409151.276056474,265.034065537746,-21141.8736329727
182,0.410526315835999,7.22117010951511,-409132.64227136,265.45857285044,-22758.8321459923
183,0.412781954934003,6.87305732150388,-409216.329061917,265.883080163136,-19277.70426588
184,0.415037594032,6.96312470631786,-409219.905318933,266.30758747583,-20178.3781140198
185,0.417293233129999,6.8936893453216,-409257.63850666,266.732094788524,-19484.0245040572
