step,strain,stress_raw_gpa,pe_eV,ly_A,pyy_bar
0,0,0,-508625.398500375,188.67331342,63876.7776220898
1,0.00225563909800162,0.62266968092944,-508747.675896721,189.0988923225,57650.0808127954
2,0.00451127819599812,1.23694229772009,-508857.361401191,189.524471224998,51507.3546448889
3,0.00676691729399974,1.83806003489675,-508955.495191456,189.950050127498,45496.1772731223
4,0.00902255639200136,2.39214426358962,-509043.065727729,190.375629029998,39955.3349861936
5,0.011278195489998,2.98668862393129,-509117.345967496,190.801207932496,34009.8913827769
6,0.0135338345879996,3.51352215466133,-509183.985122634,191.226786834996,28741.5560754765
7,0.0157894736860013,4.05653728118297,-509237.64665677,191.652365737496,23311.4048102601
8,0.0180451127839976,4.60079775597017,-509279.931074549,192.077944639994,17868.8000623881
9,0.0203007518819994,5.10772351856771,-509312.34248292,192.503523542494,12799.5424364127
10,0.022556390980001,5.64284930828083,-509333.192647404,192.929102444994,7448.28453928153
11,0.0248120300779973,6.16189107367651,-509344.027482364,193.354681347492,2257.86688532472
12,0.0270676691759991,6.68358924957957,-509344.340373812,193.780260249992,-2959.11487370593
13,0.0293233082740009,7.19920812023241,-509333.798778631,194.205839152492,-8115.30358023428
14,0.0315789473720027,7.74157037958484,-509312.148133059,194.631418054992,-13538.9261737586
15,0.033834586469999,8.26287557085394,-509282.329928711,195.05699695749,-18751.9780864496
16,0.0360902255680006,9.46747499909193,-509234.121504951,195.48257585999,-30797.9723688295
17,0.0383458646660024,10.7100076104272,-509161.595764029,195.90815476249,-43223.2984821822
18,0.0406015037639987,11.9306889857857,-509063.697612002,196.333733664988,-55430.1122357671
19,0.0428571428620004,13.1022798956612,-508943.524336202,196.759312567488,-67146.0213345219
20,0.045112781960002,14.1444389808659,-508801.509122581,197.184891469988,-77567.6121865697
21,0.0473684210579986,15.3349710080413,-508636.024944199,197.610470372486,-89472.9324583228
22,0.0496240601560003,16.3528638254911,-508449.475169457,198.036049274986,-99651.860632821
23,0.0518796992540019,17.1581434786944,-508249.632631808,198.461628177486,-107704.657164854
24,0.0541353383519984,17.9987541648713,-508028.289044959,198.887207079984,-116110.764026623
