chunk,time_ps,opening_A,strain_nominal,stress
0,0.0,0.0,0.0,-0
1,1.0,0.1,0.000557289397238533,0.30054116926076
2,2.0,0.2,0.00111457879447707,0.406204544467839
3,3.0,0.3,0.0016718681917156,0.63229269728385
4,4.0,0.4,0.00222915758895413,0.83787748077446
5,5.0,0.5,0.00278644698619267,1.01547908237092
6,6.0,0.6,0.0033437363834312,1.09114290166343
7,7.0,0.7,0.00390102578066973,1.40293448604146
8,8.0,0.8,0.00445831517790827,1.59458207729049
9,9.0,0.9,0.0050156045751468,1.72476456063698
10,10.0,1.0,0.00557289397238533,1.93215622056642
11,11.0,1.1,0.00613018336962387,2.05992977251954
12,12.0,1.2,0.0066874727668624,2.26899568788241
13,13.0,1.3,0.00724476216410093,2.4305126026795
14,14.0,1.4,0.00780205156133946,2.57054989363475
15,15.0,1.5,0.008359340958578,2.80057813401548
16,16.0,1.6,0.00891663035581653,2.8903425145126
17,17.0,1.7,0.00947391975305506,3.10953697031003
18,18.0,1.8,0.0100312091502936,3.33391162288439
19,19.0,1.9,0.0105884985475321,3.48595482959031
20,20.0,2.0,0.0111457879447707,3.71055923051897
21,21.0,2.1,0.0117030773420092,3.83644071552505
22,22.0,2.2,0.0122603667392477,3.9924095406192
23,23.0,2.3,0.0128176561364863,4.30311445935236
24,24.0,2.4,0.0133749455337248,4.24951997829373
25,25.0,2.5,0.0139322349309633,4.54131086021971
26,26.0,2.6,0.0144895243282019,4.66105019754975
27,27.0,2.7,0.0150468137254404,4.79031117005298
28,28.0,2.8,0.0156041031226789,5.02386652826603
29,29.0,2.9,0.0161613925199175,5.22703161342593
30,30.0,3.0,0.016718681917156,5.31271509208499
31,31.0,3.1,0.0172759713143945,5.52669816969646
32,32.0,3.2,0.0178332607116331,5.53616498078919
33,33.0,3.3,0.0183905501088716,5.8441836969685
34,34.0,3.4,0.0189478395061101,6.03697411747609
35,35.0,3.5,0.0195051289033487,6.11869311967374
