chunk,time_ps,opening_A,strain_nominal,stress
0,0.0,0.0,0.0,-0
1,1.0,0.1,0.000557289397238533,0.61770725149165
2,2.0,0.2,0.00111457879447707,0.259246982029
3,3.0,0.3,0.0016718681917156,0.97495429550828
4,4.0,0.4,0.00222915758895413,1.05683604929173
5,5.0,0.5,0.00278644698619267,1.29912663707392
6,6.0,0.6,0.0033437363834312,1.46841557493749
7,7.0,0.7,0.00390102578066973,1.17826988534516
8,8.0,0.8,0.00445831517790827,1.9075790820094
9,9.0,0.9,0.0050156045751468,1.90490092568725
10,10.0,1.0,0.00557289397238533,2.04922354631127
11,11.0,1.1,0.00613018336962387,2.35290819566656
12,12.0,1.2,0.0066874727668624,2.13470992280296
13,13.0,1.3,0.00724476216410093,2.78471692184492
14,14.0,1.4,0.00780205156133946,2.70527648980689
15,15.0,1.5,0.008359340958578,3.04099748095735
16,16.0,1.6,0.00891663035581653,3.15444080902262
17,17.0,1.7,0.00947391975305506,2.99773658248062
18,18.0,1.8,0.0100312091502936,3.50228799609094
19,19.0,1.9,0.0105884985475321,3.66277938802717
20,20.0,2.0,0.0111457879447707,3.86738448401606
21,21.0,2.1,0.0117030773420092,4.14636964027769
22,22.0,2.2,0.0122603667392477,3.8233513083488
23,23.0,2.3,0.0128176561364863,4.5444884113918
24,24.0,2.4,0.0133749455337248,4.32288943801661
25,25.0,2.5,0.0139322349309633,4.74826291793137
26,26.0,2.6,0.0144895243282019,5.00149342055159
27,27.0,2.7,0.0150468137254404,4.66378969669888
28,28.0,2.8,0.0156041031226789,5.28291942421865
29,29.0,2.9,0.0161613925199175,5.19707551884516
30,30.0,3.0,0.016718681917156,5.53049745141876
31,31.0,3.1,0.0172759713143945,5.49668605747245
32,32.0,3.2,0.0178332607116331,5.55341301907703
33,33.0,3.3,0.0183905501088716,6.0470050234106
34,34.0,3.4,0.0189478395061101,5.95988616859185
35,35.0,3.5,0.0195051289033487,6.08617362107711
36,36.0,3.6,0.0200624183005872,6.60849039785509
37,37.0,3.7,0.0206197076978257,6.12140329452873
38,38.0,3.8,0.0211769970950643,6.89938077835246
39,39.0,3.9,0.0217342864923028,6.80345246467094
40,40.0,4.0,0.0222915758895413,7.09016106048835
41,41.0,4.1,0.0228488652867799,7.36230017050785
42,42.0,4.2,0.0234061546840184,7.19124940391845
43,43.0,4.3,0.0239634440812569,7.78868349464259
44,44.0,4.4,0.0245207334784955,7.71900288922171
45,45.0,4.5,0.025078022875734,8.1837443888765
46,46.0,4.6,0.0256353122729725,8.45796517973576
47,47.0,4.7,0.0261926016702111,8.18199151075327
48,48.0,4.8,0.0267498910674496,8.76101908679593
49,49.0,4.9,0.0273071804646881,8.6489023619393
50,50.0,5.0,0.0278644698619267,9.32970279753847
51,51.0,5.1,0.0284217592591652,9.26455515228565
52,52.0,5.2,0.0289790486564037,9.69459729957795
53,53.0,5.3,0.0295363380536423,9.80169757932579
54,54.0,5.4,0.0300936274508808,10.2465196972751
55,55.0,5.5,0.0306509168481193,10.5260698672914
56,56.0,5.6,0.0312082062453579,10.5664156963192
57,57.0,5.7,0.0317654956425964,10.9562902412321
58,58.0,5.8,0.0323227850398349,10.9551019043986
59,59.0,5.9,0.0328800744370735,11.4511963617227
60,60.0,6.0,0.033437363834312,11.5044619358121
61,61.0,6.1,0.0339946532315505,11.9547545397904
62,62.0,6.2,0.0345519426287891,12.1244210793381
63,63.0,6.3,0.0351092320260276,12.546951418778
