chunk,time_ps,opening_A,strain_nominal,stress
0,0.0,0.0,0.0,-0
1,1.0,0.1,0.00053001666312709,0.253672471994539
2,2.0,0.2,0.00106003332625418,0.23049168012217
3,3.0,0.3,0.00159004998938127,0.63983998517742
4,4.0,0.4,0.00212006665250836,0.638172898822719
5,5.0,0.5,0.00265008331563545,0.61386829341713
6,6.0,0.6,0.00318009997876254,0.935030775260589
7,7.0,0.7,0.00371011664188963,1.1373571061163
8,8.0,0.8,0.00424013330501672,1.32587590451914
9,9.0,0.9,0.00477014996814381,1.47711449205795
10,10.0,1.0,0.0053001666312709,1.69062081113846
11,11.0,1.1,0.00583018329439799,1.84054232246019
12,12.0,1.2,0.00636019995752508,1.82233189389391
13,13.0,1.3,0.00689021662065217,2.20824528257184
14,14.0,1.4,0.00742023328377926,2.27169209331385
15,15.0,1.5,0.00795024994690635,2.18886261252582
16,16.0,1.6,0.00848026661003344,2.61244852483753
17,17.0,1.7,0.00901028327316053,2.66435224724716
18,18.0,1.8,0.00954029993628762,2.81322102511446
19,19.0,1.9,0.0100703165994147,3.14910879364086
20,20.0,2.0,0.0106003332625418,3.11349721398425
21,21.0,2.1,0.0111303499256689,3.36718667043869
22,22.0,2.2,0.011660366588796,3.44170701944449
23,23.0,2.3,0.0121903832519231,3.56222270900914
24,24.0,2.4,0.0127203999150502,3.81488678335531
25,25.0,2.5,0.0132504165781772,3.95373586488797
26,26.0,2.6,0.0137804332413043,4.02678916832076
27,27.0,2.7,0.0143104499044314,4.0635409518846
28,28.0,2.8,0.0148404665675585,4.26001285614216
29,29.0,2.9,0.0153704832306856,4.59144118669389
30,30.0,3.0,0.0159004998938127,4.4774828430458
31,31.0,3.1,0.0164305165569398,4.65792030931828
32,32.0,3.2,0.0169605332200669,5.06677945543694
33,33.0,3.3,0.017490549883194,4.97865213971735
34,34.0,3.4,0.0180205665463211,5.27648919871332
35,35.0,3.5,0.0185505832094481,5.48690510499852
36,36.0,3.6,0.0190805998725752,5.48590158267284
37,37.0,3.7,0.0196106165357023,5.63997295044906
38,38.0,3.8,0.0201406331988294,5.88230186160228
39,39.0,3.9,0.0206706498619565,5.94358086599488
40,40.0,4.0,0.0212006665250836,5.97657482725124
41,41.0,4.1,0.0217306831882107,6.29043121079301
42,42.0,4.2,0.0222606998513378,6.35790585538678
43,43.0,4.3,0.0227907165144649,6.39413123984733
44,44.0,4.4,0.023320733177592,6.47328898646416
45,45.0,4.5,0.023850749840719,6.948736144236
46,46.0,4.6,0.0243807665038461,6.92430507601514
47,47.0,4.7,0.0249107831669732,7.12455102397889
48,48.0,4.8,0.0254407998301003,7.40300572072156
49,49.0,4.9,0.0259708164932274,7.40914178985637
50,50.0,5.0,0.0265008331563545,7.78300847710679
51,51.0,5.1,0.0270308498194816,7.82555542329147
52,52.0,5.2,0.0275608664826087,7.93668642708787
53,53.0,5.3,0.0280908831457358,8.53891308384083
54,54.0,5.4,0.0286208998088629,8.37860756612629
55,55.0,5.5,0.0291509164719899,8.97320327157494
56,56.0,5.6,0.029680933135117,9.08640346969162
57,57.0,5.7,0.0302109497982441,9.43142423187996
58,58.0,5.8,0.0307409664613712,9.57999167179301
59,59.0,5.9,0.0312709831244983,9.76944872172113
60,60.0,6.0,0.0318009997876254,10.1955204229288
61,61.0,6.1,0.0323310164507525,10.4031437750354
62,62.0,6.2,0.0328610331138796,10.7583786000678
63,63.0,6.3,0.0333910497770067,10.978685475199
64,64.0,6.4,0.0339210664401338,11.4153409669477
65,65.0,6.5,0.0344510831032608,11.6343716359877
66,66.0,6.6,0.0349810997663879,12.143354790552
67,67.0,6.7,0.035511116429515,12.2173617659504
68,68.0,6.8,0.0360411330926421,12.7550455420757
69,69.0,6.9,0.0365711497557692,12.9314453839829
70,70.0,7.0,0.0371011664188963,13.4711927544004
71,71.0,7.1,0.0376311830820234,13.6335321225009
72,72.0,7.2,0.0381611997451505,13.9372287532134
73,73.0,7.3,0.0386912164082776,14.3973904954166
74,74.0,7.4,0.0392212330714047,14.6675887972838
75,75.0,7.5,0.0397512497345317,15.0132324614362
76,76.0,7.6,0.0402812663976588,15.2564541181606
77,77.0,7.7,0.0408112830607859,15.6683114731827
78,78.0,7.8,0.041341299723913,15.8873682719829
79,79.0,7.9,0.0418713163870401,16.2859047350128
80,80.0,8.0,0.0424013330501672,16.5765125491024
81,81.0,8.1,0.0429313497132943,16.9431957457359
82,82.0,8.2,0.0434613663764214,17.2397160653641
83,83.0,8.3,0.0439913830395485,17.5836599420809
84,84.0,8.4,0.0445213997026756,17.6216808242123
85,85.0,8.5,0.0450514163658026,17.9309974138754
86,86.0,8.6,0.0455814330289297,17.9709686128813
87,87.0,8.7,0.0461114496920568,18.1801399868709
88,88.0,8.8,0.0466414663551839,18.7515903677264
89,89.0,8.9,0.047171483018311,18.6963014393394
90,90.0,9.0,0.0477014996814381,19.0785631449252
91,91.0,9.1,0.0482315163445652,17.6176954056894
92,92.0,9.2,0.0487615330076923,16.7720913459566
93,93.0,9.3,0.0492915496708194,16.8715333937851
94,94.0,9.4,0.0498215663339465,16.5739436368866
95,95.0,9.5,0.0503515829970735,16.6687946918973
96,96.0,9.6,0.0508815996602006,16.8261746371966
97,97.0,9.7,0.0514116163233277,16.6669966824307
98,98.0,9.8,0.0519416329864548,16.5637528623803
99,99.0,9.9,0.0524716496495819,16.8176542001973
100,100.0,10.0,0.053001666312709,16.7966160847271
101,101.0,10.1,0.0535316829758361,16.9110194922264
102,102.0,10.2,0.0540616996389632,17.0631071214676
103,103.0,10.3,0.0545917163020903,17.0820136876251
104,104.0,10.4,0.0551217329652174,17.4009354148231
105,105.0,10.5,0.0556517496283444,17.2505073351185
106,106.0,10.6,0.0561817662914715,17.4527327344985
107,107.0,10.7,0.0567117829545986,17.5356442703642
108,108.0,10.8,0.0572417996177257,17.6702908792946
109,109.0,10.9,0.0577718162808528,17.8910279609478
110,110.0,11.0,0.0583018329439799,17.8825627563244
111,111.0,11.1,0.058831849607107,18.044820875665
112,112.0,11.2,0.0593618662702341,18.1013310393213
113,113.0,11.3,0.0598918829333612,18.3861365308771
114,114.0,11.4,0.0604218995964883,18.3317403976913
115,115.0,11.5,0.0609519162596153,18.4079048652844
116,116.0,11.6,0.0614819329227424,18.4778198617909
117,117.0,11.7,0.0620119495858695,18.5604675548843
118,118.0,11.8,0.0625419662489966,18.7193541986429
119,119.0,11.9,0.0630719829121237,18.8544790862548
