chunk,time_ps,opening_A,strain_nominal,stress
0,0,0,0,-0
1,1,0.1,0.000557289,0.329690839
2,2,0.2,0.001114579,0.259467067
3,3,0.3,0.001671868,0.728115624
4,4,0.4,0.002229158,0.816200157
5,5,0.5,0.002786447,1.137560438
6,6,0.6,0.003343736,1.144823087
7,7,0.7,0.003901026,1.162190585
8,8,0.8,0.004458315,1.634804227
9,9,0.9,0.005015605,1.661941024
10,10,1,0.005572894,1.932920229
11,11,1.1,0.006130183,2.069941307
12,12,1.2,0.006687473,2.01447573
13,13,1.3,0.007244762,2.61031659
14,14,1.4,0.007802052,2.500650325
15,15,1.5,0.008359341,2.794210399
16,16,1.6,0.00891663,2.899483574
17,17,1.7,0.00947392,2.946206648
18,18,1.8,0.010031209,3.423897804
19,19,1.9,0.010588499,3.358093246
20,20,2,0.011145788,3.701913706
21,21,2.1,0.011703077,3.668011815
22,22,2.2,0.012260367,3.752258467
23,23,2.3,0.012817656,4.277064201
24,24,2.4,0.013374946,4.182773434
25,25,2.5,0.013932235,4.407295446
26,26,2.6,0.014489524,4.550252356
27,27,2.7,0.015046814,4.65223093
28,28,2.8,0.015604103,5.015040779
29,29,2.9,0.016161393,4.930897454
30,30,3,0.016718682,5.284852717
31,31,3.1,0.017275971,5.346726517
32,32,3.2,0.017833261,5.52052451
33,33,3.3,0.01839055,5.88838218
34,34,3.4,0.01894784,5.888839229
35,35,3.5,0.019505129,5.85502582
36,36,3.6,0.020062418,6.257490769
37,37,3.7,0.020619708,6.306758669
38,38,3.8,0.021176997,6.804269394
39,39,3.9,0.021734286,6.729599342
40,40,4,0.022291576,6.913461233
41,41,4.1,0.022848865,7.161061741
42,42,4.2,0.023406155,7.226613838
43,43,4.3,0.023963444,7.764597327
44,44,4.4,0.024520733,7.627591476
45,45,4.5,0.025078023,8.015361947
46,46,4.6,0.025635312,8.156421552
47,47,4.7,0.026192602,8.231567774
48,48,4.8,0.026749891,8.729458959
49,49,4.9,0.02730718,8.745673857
50,50,5,0.02786447,9.297853531
51,51,5.1,0.028421759,9.160605482
52,52,5.2,0.028979049,9.824442335
53,53,5.3,0.029536338,9.825151354
54,54,5.4,0.030093627,10.347632163
55,55,5.5,0.030650917,10.39414141
56,56,5.6,0.031208206,10.781342617
57,57,5.7,0.031765496,10.996809984
58,58,5.8,0.032322785,11.180286279
59,59,5.9,0.032880074,11.520648055
60,60,6,0.033437364,11.828486005
61,61,6.1,0.033994653,12.084098759
62,62,6.2,0.034551943,12.50384507
63,63,6.3,0.035109232,12.686197065
64,64,6.4,0.035666521,13.129247382
65,65,6.5,0.036223811,13.19736702
66,66,6.6,0.0367811,13.598145329
67,67,6.7,0.03733839,13.585585904
68,68,6.8,0.037895679,14.015311106
69,69,6.9,0.038452968,14.138837512
70,70,7,0.039010258,14.720842426
71,71,7.1,0.039567547,14.746286971
72,72,7.2,0.040124837,15.087354234
73,73,7.3,0.040682126,15.34655981
74,74,7.4,0.041239415,15.598447391
75,75,7.5,0.041796705,15.704740417
76,76,7.6,0.042353994,16.293676537
77,77,7.7,0.042911284,16.099882912
78,78,7.8,0.043468573,16.907132849
79,79,7.9,0.044025862,16.673230674
80,80,8,0.044583152,17.282513465
