chunk,time_ps,opening_A,strain_nominal,stress
0,0.0,0.0,0.0,-0
1,1.0,0.1,0.00053001666312709,0.66534287000868
2,2.0,0.2,0.00106003332625418,0.31429925442558
3,3.0,0.3,0.00159004998938127,0.80687599734214
4,4.0,0.4,0.00212006665250836,1.06184335086381
5,5.0,0.5,0.00265008331563545,0.57409736830676
6,6.0,0.6,0.00318009997876254,1.33527174569983
7,7.0,0.7,0.00371011664188963,1.48305334575145
8,8.0,0.8,0.00424013330501672,1.23652882540157
9,9.0,0.9,0.00477014996814381,1.66012691725878
10,10.0,1.0,0.0053001666312709,1.98568096311051
11,11.0,1.1,0.00583018329439799,2.12555003937163
12,12.0,1.2,0.00636019995752508,1.90920702778032
13,13.0,1.3,0.00689021662065217,2.31289260548026
14,14.0,1.4,0.00742023328377926,2.67997954204698
15,15.0,1.5,0.00795024994690635,2.12996087547646
16,16.0,1.6,0.00848026661003344,2.91864662564658
17,17.0,1.7,0.00901028327316053,3.0298563906785
18,18.0,1.8,0.00954029993628762,2.77450154518593
19,19.0,1.9,0.0100703165994147,3.46355938013305
20,20.0,2.0,0.0106003332625418,3.32162292425242
21,21.0,2.1,0.0111303499256689,3.38708218184947
22,22.0,2.2,0.011660366588796,3.80618715035544
23,23.0,2.3,0.0121903832519231,3.69962944331176
24,24.0,2.4,0.0127203999150502,3.97880982893858
25,25.0,2.5,0.0132504165781772,4.1879588836697
26,26.0,2.6,0.0137804332413043,4.1381783328607
27,27.0,2.7,0.0143104499044314,4.3142259608384
28,28.0,2.8,0.0148404665675585,4.49547091032701
29,29.0,2.9,0.0153704832306856,4.79153142566524
30,30.0,3.0,0.0159004998938127,4.79669038034906
31,31.0,3.1,0.0164305165569398,4.73731177358917
32,32.0,3.2,0.0169605332200669,5.45316494470174
33,33.0,3.3,0.017490549883194,5.18559069174748
34,34.0,3.4,0.0180205665463211,5.07393369937166
35,35.0,3.5,0.0185505832094481,6.00712389873341
36,36.0,3.6,0.0190805998725752,5.53763178734635
37,37.0,3.7,0.0196106165357023,5.62241644854312
38,38.0,3.8,0.0201406331988294,6.3697519323441
39,39.0,3.9,0.0206706498619565,5.99279558389785
40,40.0,4.0,0.0212006665250836,6.08516103397475
41,41.0,4.1,0.0217306831882107,6.53885246780611
42,42.0,4.2,0.0222606998513378,6.58269438110313
43,43.0,4.3,0.0227907165144649,6.63820787936653
44,44.0,4.4,0.023320733177592,6.6933251313914
45,45.0,4.5,0.023850749840719,7.32428932460945
46,46.0,4.6,0.0243807665038461,7.09754615514537
47,47.0,4.7,0.0249107831669732,7.05539408560473
48,48.0,4.8,0.0254407998301003,7.84063333579778
49,49.0,4.9,0.0259708164932274,7.60754537356181
50,50.0,5.0,0.0265008331563545,7.79860085842853
51,51.0,5.1,0.0270308498194816,8.18350181327941
52,52.0,5.2,0.0275608664826087,7.88311173967181
53,53.0,5.3,0.0280908831457358,8.80701269877512
54,54.0,5.4,0.0286208998088629,8.69587880298752
55,55.0,5.5,0.0291509164719899,8.78546586139629
56,56.0,5.6,0.029680933135117,9.22122052799162
57,57.0,5.7,0.0302109497982441,8.91166110553051
58,58.0,5.8,0.0307409664613712,9.87379925093404
59,59.0,5.9,0.0312709831244983,9.60616378809922
60,60.0,6.0,0.0318009997876254,10.6263840284474
61,61.0,6.1,0.0323310164507525,10.2764525658396
62,62.0,6.2,0.0328610331138796,11.087658367244
63,63.0,6.3,0.0333910497770067,11.1397969481747
64,64.0,6.4,0.0339210664401338,11.7147383816349
65,65.0,6.5,0.0344510831032608,11.6910564263648
66,66.0,6.6,0.0349810997663879,12.3479547517378
67,67.0,6.7,0.035511116429515,12.2569344586301
68,68.0,6.8,0.0360411330926421,12.8298407778757
69,69.0,6.9,0.0365711497557692,12.9967750032838
70,70.0,7.0,0.0371011664188963,13.4315559344212
71,71.0,7.1,0.0376311830820234,13.7446681937056
72,72.0,7.2,0.0381611997451505,14.1409977100389
73,73.0,7.3,0.0386912164082776,14.2753378637746
74,74.0,7.4,0.0392212330714047,14.8866635348652
75,75.0,7.5,0.0397512497345317,14.91146839328
76,76.0,7.6,0.0402812663976588,15.4439020866879
77,77.0,7.7,0.0408112830607859,15.7040783253223
78,78.0,7.8,0.041341299723913,15.9625412884618
79,79.0,7.9,0.0418713163870401,16.1679249806773
80,80.0,8.0,0.0424013330501672,16.4791099633579
81,81.0,8.1,0.0429313497132943,16.5467606614928
82,82.0,8.2,0.0434613663764214,16.8763047118061
83,83.0,8.3,0.0439913830395485,17.0890518110183
84,84.0,8.4,0.0445213997026756,17.4339792829599
85,85.0,8.5,0.0450514163658026,17.8453198570551
86,86.0,8.6,0.0455814330289297,18.055727725543
87,87.0,8.7,0.0461114496920568,18.2774280233952
88,88.0,8.8,0.0466414663551839,18.6791839247991
89,89.0,8.9,0.047171483018311,18.605558084742
90,90.0,9.0,0.0477014996814381,18.8523275858399
91,91.0,9.1,0.0482315163445652,18.4725242422347
92,92.0,9.2,0.0487615330076923,18.0421213426999
93,93.0,9.3,0.0492915496708194,17.8655103467169
94,94.0,9.4,0.0498215663339465,17.534908701414
95,95.0,9.5,0.0503515829970735,17.3563308682378
96,96.0,9.6,0.0508815996602006,17.5450539158631
97,97.0,9.7,0.0514116163233277,17.4743503954387
98,98.0,9.8,0.0519416329864548,17.5226854386118
99,99.0,9.9,0.0524716496495819,17.8809045836026
100,100.0,10.0,0.053001666312709,17.8484799680214
101,101.0,10.1,0.0535316829758361,18.1566624240087
102,102.0,10.2,0.0540616996389632,18.2853649954817
103,103.0,10.3,0.0545917163020903,18.2333819632091
104,104.0,10.4,0.0551217329652174,18.6844338163862
105,105.0,10.5,0.0556517496283444,18.4067771317486
106,106.0,10.6,0.0561817662914715,18.2134634171041
107,107.0,10.7,0.0567117829545986,18.2800853528731
108,108.0,10.8,0.0572417996177257,17.9504591369762
109,109.0,10.9,0.0577718162808528,17.9172004943223
110,110.0,11.0,0.0583018329439799,18.2600554094969
111,111.0,11.1,0.058831849607107,18.1478018575851
112,112.0,11.2,0.0593618662702341,18.376375070719
113,113.0,11.3,0.0598918829333612,18.6305450429428
114,114.0,11.4,0.0604218995964883,18.5776210978136
