chunk,time_ps,opening_A,strain_nominal,stress
0,0.0,0.0,0.0,-0
1,1.0,0.1,0.00053001666312709,0.0722963247015898
2,2.0,0.2,0.00106003332625418,0.17874334964548
3,3.0,0.3,0.00159004998938127,0.51426478403571
4,4.0,0.4,0.00212006665250836,0.59495969629816
5,5.0,0.5,0.00265008331563545,0.65119675942182
6,6.0,0.6,0.00318009997876254,0.93301847351386
7,7.0,0.7,0.00371011664188963,1.04505715904136
8,8.0,0.8,0.00424013330501672,1.136815152316
9,9.0,0.9,0.00477014996814381,1.37478109379634
10,10.0,1.0,0.0053001666312709,1.63249644215887
11,11.0,1.1,0.00583018329439799,1.83183973481008
12,12.0,1.2,0.00636019995752508,1.76673682342687
13,13.0,1.3,0.00689021662065217,2.0483562104432
14,14.0,1.4,0.00742023328377926,2.18615910834978
15,15.0,1.5,0.00795024994690635,2.18341155402469
16,16.0,1.6,0.00848026661003344,2.56234148538561
17,17.0,1.7,0.00901028327316053,2.50884584748612
18,18.0,1.8,0.00954029993628762,2.83114884990126
19,19.0,1.9,0.0100703165994147,3.00355552879746
20,20.0,2.0,0.0106003332625418,3.07924150555159
21,21.0,2.1,0.0111303499256689,3.31656742630052
22,22.0,2.2,0.011660366588796,3.45629106155322
23,23.0,2.3,0.0121903832519231,3.51129246409562
24,24.0,2.4,0.0127203999150502,3.64903505372557
25,25.0,2.5,0.0132504165781772,3.92984780173395
26,26.0,2.6,0.0137804332413043,4.05011645103868
27,27.0,2.7,0.0143104499044314,4.07432022111544
28,28.0,2.8,0.0148404665675585,4.23234850155962
29,29.0,2.9,0.0153704832306856,4.61915222920051
30,30.0,3.0,0.0159004998938127,4.47610232744908
31,31.0,3.1,0.0164305165569398,4.74721375501298
32,32.0,3.2,0.0169605332200669,5.02333429488558
33,33.0,3.3,0.017490549883194,5.09956651006457
34,34.0,3.4,0.0180205665463211,5.19380280173283
35,35.0,3.5,0.0185505832094481,5.43687560681749
36,36.0,3.6,0.0190805998725752,5.42773680385073
37,37.0,3.7,0.0196106165357023,5.66012939930344
38,38.0,3.8,0.0201406331988294,5.73008451339558
39,39.0,3.9,0.0206706498619565,5.92654132217485
40,40.0,4.0,0.0212006665250836,6.07035506502972
41,41.0,4.1,0.0217306831882107,6.16067405325038
42,42.0,4.2,0.0222606998513378,6.36196885656467
43,43.0,4.3,0.0227907165144649,6.44340175677725
44,44.0,4.4,0.023320733177592,6.60664494592572
45,45.0,4.5,0.023850749840719,6.70495516183351
